timestamp_utc,timestamp_epoch,temp_f,temp_c,device_id
2/7/2021 0:03,      1612656221,   62.4,   16.9, 2.58228E+15
2/7/2021 0:07,      1612656431,   63  ,   17.2, 2.58228E+15
2/7/2021 0:01,      1612656107,   63.3,   17.4, 2.70718E+15
2/7/2021 0:02,      1612656151,   62.4,   16.9, 2.58228E+15
2/7/2021 0:05,      1612656348,   62.8,   17.1, 2.58228E+15
2/7/2021 0:07,      1612656425,   63.7,   17.6, 2.70718E+15
2/7/2021 0:04,      1612656246,   69.8,   21  , 2.75309E+15
2/7/2021 0:01,      1612656060,   69.6,   20.9, 2.75309E+15
2/7/2021 0:02,      1612656164,   63.5,   17.5, 2.70718E+15
2/7/2021 0:07,      1612656457,   63.9,   17.7, 2.70718E+15
2/7/2021 0:00,      1612656018,   62.2,   16.8, 2.58228E+15
2/7/2021 0:00,      1612656040,   69.8,   21  , 2.75309E+15
2/7/2021 0:07,      1612656436,   63.9,   17.7, 2.70718E+15
2/7/2021 0:07,      1612656446,   70.2,   21.2, 2.75309E+15
2/7/2021 0:04,      1612656269,   63.7,   17.6, 2.70718E+15
2/7/2021 0:04,      1612656256,   69.8,   21  , 2.75309E+15
2/7/2021 0:03,      1612656181,   62.4,   16.9, 2.58228E+15
2/7/2021 0:07,      1612656473,   64  ,   17.8, 2.70718E+15
2/7/2021 0:06,      1612656409,   70.2,   21.2, 2.75309E+15
2/7/2021 0:06,      1612656367,   63.7,   17.6, 2.70718E+15
2/7/2021 0:03,      1612656222,   62.4,   16.9, 2.58228E+15
2/7/2021 0:01,      1612656116,   69.8,   21  , 2.75309E+15
2/7/2021 0:00,      1612656007,   62.2,   16.8, 2.58228E+15
2/7/2021 0:05,      1612656303,   63.7,   17.6, 2.70718E+15
2/7/2021 0:07,      1612656455,   63  ,   17.2, 2.58228E+15
2/7/2021 0:00,      1612656046,   62.2,   16.8, 2.58228E+15
2/7/2021 0:05,      1612656345,   63.7,   17.6, 2.70718E+15
2/7/2021 0:02,      1612656134,   62.4,   16.9, 2.58228E+15
2/7/2021 0:03,      1612656181,   63.3,   17.4, 2.70718E+15
2/7/2021 0:06,      1612656363,   62.8,   17.1, 2.58228E+15
2/7/2021 0:05,      1612656307,   63.7,   17.6, 2.70718E+15
2/7/2021 0:00,      1612656023,   62.2,   16.8, 2.58228E+15
2/7/2021 0:05,      1612656313,   62.8,   17.1, 2.58228E+15
2/7/2021 0:02,      1612656131,   69.6,   20.9, 2.75309E+15
2/7/2021 0:04,      1612656290,   62.8,   17.1, 2.58228E+15
2/7/2021 0:07,      1612656474,   70.2,   21.2, 2.75309E+15
2/7/2021 0:07,      1612656466,   63.9,   17.7, 2.70718E+15
2/7/2021 0:07,      1612656446,   63.7,   17.6, 2.70718E+15
2/7/2021 0:01,      1612656119,   63.3,   17.4, 2.70718E+15
2/7/2021 0:07,      1612656469,   70.2,   21.2, 2.75309E+15
2/7/2021 0:07,      1612656429,   63.9,   17.7, 2.70718E+15
2/7/2021 0:07,      1612656461,   63  ,   17.2, 2.58228E+15
2/7/2021 0:05,      1612656346,   70  ,   21.1, 2.75309E+15
2/7/2021 0:05,      1612656318,   70  ,   21.1, 2.75309E+15
2/7/2021 0:05,      1612656353,   70  ,   21.1, 2.75309E+15
2/7/2021 0:01,      1612656102,   62.4,   16.9, 2.58228E+15
2/7/2021 0:03,      1612656212,   63.3,   17.4, 2.70718E+15
2/7/2021 0:05,      1612656338,   62.8,   17.1, 2.58228E+15
2/7/2021 0:02,      1612656151,   63.3,   17.4, 2.70718E+15
